Ch1(mV[1]),Ch2(mV[0.051]),Ch3(mV[0.06]),Ch4(mV[1]),Ch5(mV[1]),Ch6(mV[1]),Ch7(mV[1]),Ch8(mV[1]),Ch9(mV[1]),Ch10(mV[1]),Ch11(mV[1]),Ch12(mV[1]),Ch13(mV[1]),Ch14(mV[1]),Ch15(mV[1]),Ch16(mV[1]),Ch17(uE[0.4762]),Ch18(uE[0.4762]),Ch19(uE[0.4762]),Ch20(uE[0.4762]),08:55:39 ,28/03/2019 
9994.5,4.849,71.665,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11330.422,10608.145,0.000,0.000, 9.84250217013898E-02 ,
9994.5,4.849,71.726,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11510.154,10796.587,43.334,42.858, 9.87749565972234E-02 ,
9994.5,4.915,71.738,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11692.562,10985.044,0.000,0.000, 9.91254340277781E-02 ,
9994.5,4.915,71.838,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11888.395,11209.029,0.000,42.858, 9.94612630208334E-02 ,
9994.5,4.915,71.768,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12078.175,11390.775,0.000,0.000, 9.98111979166669E-02 ,
9994.1,4.981,71.872,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12287.417,11609.408,-128.574,-128.574, 0.100163845486112 ,
9994.5,4.981,71.911,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12486.597,11815.965,-42.858,0.000, 0.100514322916666 ,
9994.5,4.997,71.855,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12686.444,12030.569,0.000,42.858, 0.1008642578125 ,
9994.1,4.997,72.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12878.919,12229.740,0.000,0.000, 0.101216905381945 ,
9994.1,5.064,71.935,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13084.809,12447.030,-42.858,0.000, 0.101552734375 ,
9994.5,5.064,72.028,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13296.061,12669.687,0.000,42.858, 0.101916775173612 ,
9994.5,5.064,72.113,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13514.685,12901.725,0.000,42.858, 0.102269422743056 ,
9994.5,5.130,72.142,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13704.474,13100.900,0.000,0.000, 0.102605794270834 ,
9994.5,5.130,72.033,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13880.854,13286.661,43.334,0.000, 0.102955729166666 ,
9994.5,5.130,72.208,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14079.363,13497.251,43.334,86.192, 0.1033056640625 ,
9994.5,5.130,72.142,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14287.933,13736.003,0.000,42.858, 0.103658311631945 ,
9994.5,5.213,72.262,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14515.276,13961.327,-42.858,42.858, 0.104008789062501 ,
9994.5,5.213,72.176,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14709.761,14193.255,0.000,42.858, 0.104358723958335 ,
9994.5,5.213,72.281,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14942.456,14415.341,43.334,0.000, 0.104711371527777 ,
9994.1,5.278,72.293,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15159.084,14646.712,0.000,0.000, 0.105061306423611 ,
9994.5,5.278,72.293,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15382.412,14883.450,0.000,0.000, 0.105411241319445 ,
9994.5,5.278,72.293,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15593.645,15107.435,-42.858,0.000, 0.105763888888889 ,
9994.5,5.278,72.320,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15828.378,15360.279,-128.574,-85.716, 0.106113823784723 ,
9994.5,5.362,72.366,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16043.664,15586.945,0.000,42.858, 0.106450195312501 ,
9994.5,5.362,72.454,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16257.592,15819.669,-42.858,42.858, 0.106800130208335 ,
9994.5,5.362,72.425,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16498.349,16077.183,0.000,86.192, 0.107150065104166 ,
9994.1,5.378,72.442,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16728.377,16322.641,86.192,86.192, 0.107502712673611 ,
9994.5,5.428,72.473,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16929.562,16568.755,0.000,0.000, 0.107839084201389 ,
9994.5,5.428,72.544,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17170.991,16796.107,0.000,0.000, 0.108189019097223 ,
9994.5,5.428,72.471,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17399.015,17042.236,43.334,0.000, 0.108538953993056 ,
9994.1,5.511,72.559,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17625.695,17286.346,0.000,42.858, 0.108891601562501 ,
9994.5,5.511,72.617,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17840.962,17518.384,-42.858,0.000, 0.109242078993056 ,
9994.5,5.511,72.561,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18087.767,17785.970,86.192,42.858, 0.109592013888889 ,
9994.5,5.511,72.598,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18319.133,18034.761,-42.858,0.000, 0.109944661458334 ,
9994.5,5.576,72.578,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18551.171,18286.937,0.000,0.000, 0.110294596354167 ,
9994.5,5.576,72.566,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18777.852,18529.032,-42.858,42.858, 0.110644531250001 ,
9994.5,5.576,72.722,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19038.057,18810.029,-42.858,0.000, 0.110994466145835 ,
9994.5,5.643,72.639,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19247.966,19038.724,0.000,0.000, 0.11134765625 ,
9994.5,5.659,72.639,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19494.752,19304.310,0.000,-171.432, 0.111683485243056 ,
9994.5,5.659,72.646,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19730.823,19561.144,0.000,86.192, 0.112033420138889 ,
9994.1,5.659,72.729,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19974.261,19826.054,0.000,0.000, 0.112383355034723 ,
9994.1,5.726,72.722,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20202.966,20072.168,0.000,0.000, 0.112736545138889 ,
9994.5,5.726,72.729,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20430.299,20323.002,0.000,42.858, 0.113086480034722 ,
9994.5,5.726,72.727,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20681.118,20591.955,0.000,42.858, 0.113422309027778 ,
9994.1,5.758,72.716,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20913.156,20844.069,0.000,42.858, 0.113772243923611 ,
9994.5,5.808,72.731,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21168.009,21124.399,0.000,42.858, 0.114122178819445 ,
9994.5,5.808,72.806,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21412.785,21392.656,0.000,42.858, 0.114475368923612 ,
9994.5,5.792,72.806,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21665.609,21662.924,0.000,42.858, 0.114825303819446 ,
9994.5,5.875,72.804,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21895.638,21917.105,0.000,0.000, 0.115175238715278 ,
9994.5,5.875,72.826,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22149.195,22192.058,43.334,0.000, 0.115527886284722 ,
9994.5,5.875,72.897,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22395.262,22459.649,0.000,42.858, 0.1158642578125 ,
9994.5,5.908,72.838,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22619.933,22711.135,0.000,42.858, 0.116214192708334 ,
9994.5,5.957,72.911,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22896.901,23011.575,0.000,0.000, 0.116564127604168 ,
9994.1,5.957,72.868,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23129.691,23265.070,43.334,86.192, 0.116916775173612 ,
9994.1,5.957,72.895,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23367.020,23551.538,0.000,0.000, 0.117266710069446 ,
9994.5,6.024,72.902,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23639.959,23814.400,0.000,86.192, 0.117616644965278 ,
9994.5,6.024,73.004,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23903.530,24103.987,0.000,42.858, 0.117969835069445 ,
9994.1,6.024,72.977,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24138.235,24377.745,0.000,42.858, 0.118319769965279 ,
9994.5,6.056,72.907,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24395.731,24688.803,0.000,42.858, 0.118655598958334 ,
9994.1,6.106,72.962,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24680.198,24967.790,-42.858,0.000, 0.119005533854168 ,
9994.5,6.106,73.598,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25409.713,25799.335,-42.858,0.000, 0.119356011284722 ,
9994.5,6.238,73.327,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26348.803,26840.227,0.000,0.000, 0.119708658854167 ,
9994.5,6.321,73.593,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27534.541,28133.201,0.000,0.000, 0.120044487847222 ,
9994.5,6.404,73.359,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28805.838,29528.133,-42.858,-43.334, 0.120408528645834 ,
9994.5,6.470,73.481,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30023.753,30874.541,0.000,0.000, 0.120744900173612 ,
9994.5,6.553,73.500,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31279.164,32376.990,0.000,42.858, 0.121097547743055 ,
9994.5,6.619,73.495,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32582.737,33814.848,-86.192,-43.334, 0.121447482638889 ,
9994.5,6.702,73.493,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33838.315,35102.454,0.000,0.000, 0.121797417534722 ,
9994.1,6.768,73.566,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35303.016,36738.820,0.000,42.858, 0.122150065104167 ,
9994.5,6.868,73.591,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36767.583,38364.420,0.000,0.000, 0.1225 ,
9994.5,7.000,73.595,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38312.823,40108.102,43.334,42.858, 0.122836371527779 ,
9994.5,7.082,73.510,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39852.583,41830.294,0.000,0.000, 0.123186306423612 ,
9994.1,7.149,73.554,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,41606.980,43810.052,0.000,42.858, 0.123536241319444 ,
9994.5,7.231,73.527,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43575.967,46031.178,-42.858,42.858, 0.123888888888889 ,
9994.5,7.298,73.539,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45593.217,48316.700,-42.858,-43.334, 0.124238823784722 ,
9994.1,7.380,73.561,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48173.859,51262.187,-42.858,0.000, 0.1245751953125 ,
9994.5,7.496,73.423,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50690.099,54143.102,-42.858,42.858, 0.124925130208334 ,
9994.5,7.513,73.461,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53898.449,57855.843,-42.858,0.000, 0.125277777777779 ,
9994.5,7.629,73.204,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57106.752,61579.203,-42.858,0.000, 0.125627712673612 ,
9994.1,7.744,73.172,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60610.203,65672.856,-42.858,0.000, 0.125964084201389 ,
9994.5,7.827,72.914,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64537.376,70324.378,0.000,0.000, 0.126314019097222 ,
9994.5,7.910,72.751,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68647.268,75200.285,0.000,0.000, 0.126663953993056 ,
9994.5,7.976,72.563,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,73244.979,80726.300,86.192,0.000, 0.1270166015625 ,
9994.1,8.042,72.278,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,77906.263,86348.889,0.000,0.000, 0.127367078993055 ,
9994.5,8.125,71.821,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,82590.023,92695.730,0.000,0.000, 0.127702907986112 ,
9994.5,8.274,71.595,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,88126.753,98892.330,86.192,86.192, 0.128052842881944 ,
9994.5,8.307,71.342,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,92815.752,104713.399,43.334,42.858, 0.128402777777778 ,
9994.5,8.423,71.118,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,98298.861,111553.869,0.000,0.000, 0.128755967881945 ,
9994.1,8.489,70.592,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,103470.727,118013.284,-42.858,42.858, 0.129105902777779 ,
9994.5,8.572,70.334,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,108948.407,124977.090,-42.858,-43.334, 0.129441731770834 ,
9994.5,8.638,69.962,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,114211.513,131602.937,-42.858,0.000, 0.129791666666668 ,
9994.5,8.721,69.653,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,119651.622,138432.597,43.334,0.000, 0.130144856770833 ,
9994.1,8.787,69.042,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,91168.719,145723.648,0.000,42.858, 0.130494791666667 ,
9994.5,8.886,68.762,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90755.615,152832.361,86.192,42.858, 0.130844726562501 ,
9994.5,8.936,68.341,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90873.665,160354.178,0.000,42.858, 0.131197374131945 ,
9994.5,9.068,68.030,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,91243.815,167977.855,0.000,42.858, 0.131547309027779 ,
9994.5,9.168,67.531,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,91565.727,176138.113,43.334,42.858, 0.131897243923612 ,
9994.1,9.234,67.190,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,92021.736,189437.998,0.000,0.000, 0.132250434027778 ,
9994.5,9.317,66.581,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,92526.031,952625.357,0.000,42.858, 0.132583550347222 ,
9994.5,9.383,66.221,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,93024.994,952582.499,-42.858,-43.334, 0.132936197916667 ,
9994.5,9.466,65.713,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,93523.956,952539.165,-86.192,-43.334, 0.133286132812501 ,
9994.5,9.548,65.177,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,94038.966,952582.499,-42.858,0.000, 0.133636067708334 ,
9994.5,9.680,64.457,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,94462.832,952582.499,-42.858,0.000, 0.133972439236112 ,
9994.5,9.697,64.126,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,94822.268,952582.499,0.000,-43.334, 0.134325086805555 ,
9994.5,9.830,63.279,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,95144.179,952625.357,0.000,0.000, 0.134675021701389 ,
9994.5,9.912,62.464,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,95487.567,952668.215,43.334,42.858, 0.135024956597222 ,
9994.5,9.995,61.476,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,95793.335,952582.499,0.000,0.000, 0.135361328125001 ,
9994.5,10.061,60.850,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96072.340,952668.215,0.000,42.858, 0.135711263020834 ,
9994.5,10.144,59.792,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96329.869,952582.499,-42.858,0.000, 0.136063910590279 ,
9994.5,10.210,58.782,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96560.684,952582.499,0.000,42.858, 0.136413845486112 ,
9994.5,10.326,57.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96775.164,952625.357,43.334,42.858, 0.136750217013889 ,
9994.5,10.359,56.611,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96909.262,952582.499,0.000,0.000, 0.137100151909722 ,
9994.5,10.492,55.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96995.121,952582.499,0.000,0.000, 0.137452799479167 ,
9994.5,10.591,53.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96995.121,952582.499,0.000,0.000, 0.137816840277779 ,
9994.5,10.657,-0.301,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90245.795,952582.499,-42.858,0.000, 0.138153211805555 ,
9994.5,10.740,-0.293,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,89333.872,952625.357,-42.858,0.000, 0.138505859375 ,
9994.5,10.806,-0.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,88926.150,952625.357,0.000,42.858, 0.138855794270833 ,
9994.5,10.889,-0.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,88631.001,952625.357,0.000,0.000, 0.139205729166667 ,
9994.5,10.955,-0.272,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,88427.140,952625.357,-42.858,0.000, 0.139558376736112 ,
9994.5,11.087,-0.269,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,88266.184,952625.357,43.334,86.192, 0.139908311631945 ,
9994.5,11.104,-0.266,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,88148.134,952582.499,0.000,42.858, 0.1402587890625 ,
9994.5,11.236,-0.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,88019.417,952625.357,0.000,42.858, 0.140611436631945 ,
9994.5,11.335,-0.259,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87933.368,952582.499,0.000,42.858, 0.140944552951389 ,
9994.5,11.402,-0.253,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87831.604,952582.499,-42.858,0.000, 0.141297200520833 ,
9994.5,11.484,-0.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87745.793,952582.499,-42.858,-43.334, 0.14164767795139 ,
9994.5,11.550,-0.235,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87676.077,952625.357,0.000,42.858, 0.141997612847222 ,
9994.5,11.617,-0.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87611.457,952625.357,43.334,86.192, 0.142350260416666 ,
9994.1,11.733,-0.227,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87552.694,952625.357,-42.858,0.000, 0.1427001953125 ,
9994.5,11.848,-0.253,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87504.407,952539.165,0.000,0.000, 0.143050130208334 ,
9994.1,11.898,-0.245,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87461.454,952582.499,0.000,42.858, 0.143386501736112 ,
9994.1,12.014,-0.242,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87413.167,952625.357,86.192,129.050, 0.143739149305556 ,
9994.1,12.080,-0.239,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87380.976,952625.357,-42.858,0.000, 0.14408908420139 ,
9994.5,12.163,-0.233,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87332.689,952625.357,0.000,42.858, 0.144439019097222 ,
9994.5,12.229,-0.216,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87290.022,952625.357,43.334,42.858, 0.144788953993055 ,
9994.5,12.229,-0.215,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87257.593,952539.165,0.000,0.000, 0.1451416015625 ,
9994.5,12.246,-0.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87236.164,952582.499,0.000,-43.334, 0.145492078993056 ,
9994.5,12.229,-0.220,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87193.210,952582.499,0.000,0.000, 0.14584201388889 ,
